pct,month,bnf_name,bnf_code,items,cost
04C,2011-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.22
04C,2011-03-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,30.19
04C,2015-03-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.16
04C,2016-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,30.29
04D,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
04D,2017-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.15775
04D,2017-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.15775
04E,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,3,45.3
04E,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
04E,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
04E,2011-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.13
04E,2019-08-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20159
04F,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
04F,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
04F,2012-08-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,2,3299.45
04F,2012-11-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1649.63
04F,2012-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1650.45
04F,2013-02-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.65
04F,2013-04-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,2,3305.25
04F,2013-05-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1651.64
04F,2013-09-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.05
04F,2013-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.53
04F,2014-02-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.58
04F,2014-04-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.85
04F,2014-05-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.32
04F,2014-07-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.32
04F,2014-08-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.25
04F,2014-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.59
04F,2015-01-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.12
04F,2015-06-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1656.19
04F,2015-08-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.77
04F,2015-10-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.0
04F,2015-11-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.39
04F,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
04G,2010-11-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.06
04G,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,45.26
04G,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,11,166.09999999999997
04G,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,4,60.36
04G,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,30.18
04G,2011-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,30.18
04G,2013-02-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.65
04G,2013-03-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.67
04G,2013-05-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1651.64
04G,2013-11-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1651.17
04G,2014-03-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.69
04G,2014-09-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.18
04G,2015-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.14
04G,2015-02-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.14
04G,2015-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.13
04H,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
04H,2019-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1969
04K,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
04K,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
04K,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
04K,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
04K,2016-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.16
04K,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.35228
04K,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
04K,2019-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.21177
04L,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
04L,2015-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.22
04L,2019-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1969
04L,2019-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1646.52344
04M,2014-04-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.12
04M,2017-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,3,45.47325
04M,2018-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17247
04N,2015-10-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.0
04N,2016-01-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1653.26
04N,2016-05-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,30.28
04N,2016-07-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1658.67
04Q,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,3,45.2
04Q,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.06
04Q,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
04Q,2012-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.14
04Q,2012-06-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
04Q,2013-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.22
04Q,2014-04-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.12
04Q,2015-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
04Q,2016-08-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17
04Q,2017-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.15775
04Q,2017-10-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1656.98211
04Q,2018-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.34494
04Q,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17614
04Q,2018-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.19745
04Q,2019-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1969
04Q,2019-06-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.21622
04Q,2019-08-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1673.90056
04V,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,7,105.69999999999999
04V,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,30.2
04V,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
04V,2014-03-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1654.69
04V,2016-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.15
04V,2016-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.16
04V,2016-09-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17
04V,2016-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.16
04V,2018-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.17247
04V,2018-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.19025
04Y,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
04Y,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
05A,2010-08-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,60.25
05A,2010-09-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
05A,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,4,60.4
05A,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,4,105.6
05A,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,4,60.36
05A,2011-03-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.11
05A,2012-02-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.13
05A,2012-09-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
05A,2012-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
05A,2013-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.12
05A,2017-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.15775
05A,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.16374
05A,2019-09-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.53015
05C,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
05D,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
05F,2018-06-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,2,1797.74656
05F,2018-08-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.78259
05F,2018-10-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.03129
05F,2019-01-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.18951
05F,2019-05-01,Colobreathe_Pdr For Inh Cap 1.663 mega u,0501070I0BDAAAG,1,899.68319
05F,2019-05-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.68319
05F,2019-08-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,899.46756
05F,2019-10-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,891.1396
05F,2019-11-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,900.34575
05F,2019-12-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,900.51153
05G,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
05G,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.18
05G,2011-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05G,2017-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.15775
05H,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
05H,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,30.2
05H,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,30.18
05H,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
05H,2013-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1651.64
05H,2015-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.14
05H,2018-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.19025
05J,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
05J,2015-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.13
05J,2016-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1658.12
05J,2017-01-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1657.11385
05J,2017-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1658.05414
05J,2017-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.16635
05J,2018-08-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20691
05J,2019-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.21922
05L,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
05L,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
05L,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
05L,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.09
05L,2011-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05L,2013-05-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.11
05L,2013-07-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.18
05L,2013-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1653.79
05L,2014-01-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.94
05L,2014-03-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.69
05L,2014-04-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.85
05L,2014-06-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1653.14
05L,2014-09-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.18
05L,2014-10-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.69
05L,2014-11-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1650.93
05L,2015-01-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.12
05L,2015-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.22
05L,2015-02-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.66
05L,2015-02-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.66
05L,2015-03-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1657.03
05L,2015-04-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.34
05L,2015-05-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.52
05L,2015-07-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.39
05L,2015-07-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.39
05L,2015-09-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.19
05L,2015-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.0
05L,2015-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.13
05L,2016-02-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.56
05L,2016-03-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.96
05L,2016-11-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,414.24
05L,2016-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,2,2072.66
05L,2017-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1659.25702
05L,2017-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,2,828.50966
05L,2017-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,414.52283
05L,2018-01-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,414.69024
05L,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17614
05L,2018-07-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,60.75512
05N,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
05N,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.18
05N,2011-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05N,2011-06-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,30.18
05N,2017-01-01,Colobreathe_Pdr For Inh Cap 1.663 mega u,0501070I0BDAAAG,1,896.88384
05N,2017-02-01,Colobreathe_Pdr For Inh Cap 1.663 mega u,0501070I0BDAAAG,1,897.83559
05N,2017-03-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1659.67176
05N,2017-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1659.25702
05N,2017-08-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.27255
05N,2017-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1658.05414
05N,2018-02-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1659.12581
05N,2019-04-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.21225
05Q,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
05R,2011-01-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.09
05R,2014-03-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,45.4
05R,2015-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05R,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17614
05R,2018-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.19705
05T,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,4,60.36
05T,2012-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.1
05T,2014-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.12
05T,2016-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.15
05T,2016-10-01,Colistimeth Sod_Pdr Inh Cap 1.663 mega u,0501070I0AAAGAG,1,897.23
05T,2016-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17
05V,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.2
05V,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,3,45.269999999999996
05W,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,8,165.99999999999997
05W,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,2,45.26
05W,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,5,75.45
05W,2012-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
05W,2013-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1651.64
05W,2013-07-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.18
05W,2013-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1653.79
05W,2013-11-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1651.17
05W,2013-12-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1652.53
05W,2013-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.53
05W,2014-02-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.58
05W,2014-03-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1654.69
05W,2014-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.13
05W,2017-08-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1656.27255
05W,2017-10-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,2,3313.96422
05X,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,3,45.3
05X,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.18
05X,2011-05-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.11
05X,2013-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.12
05X,2015-02-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.14
05X,2015-02-01,Tobi_Podhaler Pdr Inh Cap 28mg + Dev,0501040U0BCABAL,1,1655.66
05X,2018-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.34493
05X,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17614
05X,2018-03-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.19705
05X,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
05X,2019-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.21642
05Y,2010-12-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,8,120.79999999999998
05Y,2011-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,2,30.18
05Y,2011-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05Y,2011-11-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.11
05Y,2013-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.12
05Y,2013-11-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1651.17
05Y,2013-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.53
05Y,2014-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1654.32
05Y,2014-07-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.32
05Y,2014-10-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1654.69
05Y,2014-11-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1650.93
05Y,2014-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1653.59
05Y,2015-01-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1652.12
05Y,2015-11-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1653.39
05Y,2015-12-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1655.13
05Y,2016-04-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.48
05Y,2016-05-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1656.67
05Y,2016-06-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1657.12
05Y,2016-09-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1658.37
05Y,2017-04-01,Tobramycin_Pdr Inh Cap 28mg + Dev,0501040U0AAALAL,1,1657.10812
05Y,2018-01-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17247
05Y,2018-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.17614
05Y,2019-02-01,Zanamivir_Pdr For Inh 5mg Disk + Dev,0503040A0AAAAAA,1,15.20462
06A,2010-12-01,Relenza_Disk 5mg & Diskhaler,0503040A0BBAAAA,1,15.1
